사업장명,소재지전체주소,도로명전체주소,도로명우편번호,자연환경,숙소환경,테마,지역코드,좌표정보(x),좌표정보(y),COL1,COL2,COL3
휴리조트캠핑장,경기도 양주시 만송동 83-30,경기도 양주시 만송로366번길 215-31 (만송동),11494,호수,카라반,반려동물,3,208872.7425,475828.1214,,,
강촌달머리캠핑장,강원도 춘천시 서면 안보리 471-1,강원도 춘천시 서면 율장길 123-39,24463,산,캠핑,가족,4,250272.1397,483383.773,,,
춘천Believing(빌리빙)캠핑장,강원도 춘천시 사북면 지암리 52,강원도 춘천시 사북면 화악지암길 600-112,24200,강,글램핑,연인,4,255091.3269,497298.373,,,
왕터주식회사,강원도 춘천시 남면 박암리 9-3,강원도 춘천시 남면 박암관천길 183-27,24468,바다,이지캠핑,키즈,4,249366.7495,469851.5014,,,
황금박쥐캠핑장,강원도 춘천시 남산면 산수리 458-3,강원도 춘천시 남산면 홍천강변길 476,24467,호수,카라반,반려동물,4,256899.2471,464325.176,,,
별 헤는 마을,강원도 춘천시 서면 당림리 280-2,강원도 춘천시 서면 경춘로 1092,24463,산,캠핑,가족,4,255009.5756,480226.0188,,,
캠핑하는 집,강원도 춘천시 동산면 봉명리 542,강원도 춘천시 동산면 원무동길 303-28,24410,강,글램핑,연인,4,270214.6868,473234.6794,,,
툇골 캠핑장,강원도 춘천시 서면 서상리 801-2,강원도 춘천시 서면 툇골길 413-38,24460,호수,카라반,반려동물,4,257796.6647,492717.1842,,,
(주)아웃오브파크,강원도 춘천시 남면 관천리 356-12,강원도 춘천시 남면 가옹개길 52-9,24468,산,캠핑,가족,4,244989.3031,469664.1334,,,
늘푸른 관광농원,강원도 춘천시 북산면 추곡리 142-4,강원도 춘천시 북산면 추곡약수길 47,24208,강,글램핑,연인,4,277913.4989,503829.1605,,,
하얀여울,강원도 영월군 무릉도원면 법흥리 37-11번지,강원도 영월군 무릉도원면 무릉법흥로 932,26201,바다,이지캠핑,키즈,4,313410.7374,427255.8735,,,
휴가를 부탁해 캠핑장,강원도 영월군 김삿갓면 내리 388-11 외 1필지,강원도 영월군 김삿갓면 내리계곡로 1024,26247,호수,카라반,반려동물,4,349497.5745,401544.7667,,,
상순네 캠핑장,강원도 영월군 산솔면 이목리 571 외 1필지,강원도 영월군 산솔면 고장골길 76-6,26243,산,캠핑,가족,4,347236.0572,407195.8727,,,
갈기산 캠핑장,"경기도 양평군 청운면 신론리 189-4 189-1, 189-5, 187-2, 191-3, 189-4, 191-5, 191-8",경기도 양평군 청운면 신론새터길 21,12531,강,글램핑,연인,3,269574.4078,451051.4673,,,
금물산하늘소캠프,경기도 양평군 청운면 도원리 837-5,경기도 양평군 청운면 삼백골길 45,12531,바다,이지캠핑,키즈,3,269830.8769,449996.2198,,,
설매재자연휴양림야영장,경기도 양평군 옥천면 용천리 산 29-21,경기도 양평군 옥천면 용천로 510,12506,호수,카라반,반려동물,3,245388.4703,450599.3406,,,
다목적광장 야영장,경기도 양평군 양동면 계정리 산 6,경기도 양평군 양동면 계정점말길102번길 195,12535,산,캠핑,가족,3,269754.9469,437557.7642,,,
양평 글램퍼스,경기도 양평군 단월면 부안리 27,경기도 양평군 단월면 대부록길 38-3,12528,강,글램핑,연인,3,260183.8006,453198.027,,,
글램핑 앤 카라반,경기도 양평군 단월면 부안리 55,경기도 양평군 단월면 단월로 600,12528,바다,이지캠핑,키즈,3,259778.5761,453975.8895,,,
천사봉 오토 캠핑장,경기도 양평군 단월면 산음리 662-7,경기도 양평군 단월면 고북길 111-10,12527,호수,카라반,반려동물,3,252626.7932,454898.2661,,,
와이글램핑,경기도 양평군 용문면 중원리 45-2,경기도 양평군 용문면 강이대길38번길 26-37,12512,산,캠핑,가족,3,255256.0623,447347.7007,,,
양평 휴 캠핑 워크샵,경기도 양평군 청운면 갈운리 514-5,경기도 양평군 청운면 경강로 4882,12532,강,글램핑,연인,3,267908.7246,448961.0656,,,
서후리 캠핑장,"경기도 양평군 서종면 서후리 318 318-2, 319-2",경기도 양평군 서종면 서차남1길 4,12504,호수,카라반,반려동물,3,236993.9647,452354.1837,,,
강촌밸리,강원도 춘천시 남산면 방곡리 4-10,강원도 춘천시 남산면 풀무골길 82-53,24465,산,캠핑,가족,4,257627.1146,477184.7973,,,
멍우리협곡관광농원(한탄강둘레길캠핑장),경기도 포천시 영북면 소회산리 363-3 외 1필지(364-2),경기도 포천시 영북면 소회산길 366,11108,바다,이지캠핑,키즈,3,220442.0682,510313.2597,,,
힐링캠프Sunset,인천광역시 중구 을왕동 678-179,인천광역시 중구 선녀바위로 70 (을왕동),22383,호수,카라반,반려동물,2,145002.3786,437657.9848,,,
백담정 캠핑장,강원도 인제군 북면 용대리 868-12,"강원도 인제군 북면 백담로 126, 백담정 캠핑장",24606,산,캠핑,가족,4,318675.8383,521901.7178,,,
솔베이캠핑장,충청북도 괴산군 감물면 백양리 8-9번지,충청북도 괴산군 감물면 충민로 1083-12,28005,강,글램핑,연인,8,280287,371045,,,
광주시민의숲 야영장,광주광역시 북구 월출동 968,광주광역시 북구 추암로 190 (월출동),61002,바다,이지캠핑,키즈,10,187828.6556,192761.7598,,,
CLUB 596,충청남도 태안군 남면 몽산리 596,충청남도 태안군 남면 몽대로 360-9,32152,산,캠핑,가족,7,134528.052,353847.276,,,
맘빌리지,충청남도 태안군 소원면 법산리,충청남도 태안군 소원면 법산길 350-60,32119,강,글램핑,연인,7,128687.4299,359921.6493,,,
이태백야영장,충청남도 태안군 소원면 의항리 51번지,충청남도 태안군 소원면 송의로 809-68,32121,바다,이지캠핑,키즈,7,125344.9094,371208.3501,,,
굼벵이야영장,충청남도 태안군 이원면 내리 523-1번지,충청남도 태안군 이원면 꾸지나무길 103-10,32100,호수,카라반,반려동물,7,137036.8821,381878.0347,,,
마검포힐링캠핑장,충청남도 태안군 남면 신온리 104-2,충청남도 태안군 남면 마검포길 313-30,32158,산,캠핑,가족,7,136478.1576,345597.5351,,,
샛별글램핑,충청남도 태안군 안면읍 신야리 733-17,충청남도 태안군 안면읍 샛별길 238-12,32169,강,글램핑,연인,7,140374.9336,328143.1362,,,
살구나무글램핑,강원도 횡성군 서원면 유현리 462,강원도 횡성군 서원면 경강로 615-19,25200,바다,이지캠핑,키즈,4,276362.3009,447625.8077,,,
쉼이있는자유,충청남도 태안군 이원면 관리 1040-7,충청남도 태안군 이원면 음포길 133-6,32101,호수,카라반,반려동물,7,136366.1929,378501.4687,,,
제주돌하르방캠핑장,제주특별자치도 제주시 한경면 청수리 2130,제주특별자치도 제주시 한경면 낙수로 271-40,,산,캠핑,가족,18,129072.1459,-18872.24577,,,
교래자연휴양림야영장,제주특별자치도 제주시 조천읍 교래리 산 119번지,제주특별자치도 제주시 조천읍 남조로 2023,,강,글램핑,연인,18,167721.5586,-6028.523209,,,
한라산국립공원관음사지구야영장,제주특별자치도 제주시 오등동 산 180-3번지,제주특별자치도 제주시 산록북로 588,,바다,이지캠핑,키즈,18,158125.5671,-8170.548565,,,
귤빛캠핑장,제주특별자치도 제주시 조천읍 대흘리 172,제주특별자치도 제주시 조천읍 함와로 428,,호수,카라반,반려동물,18,169641.4143,921.2473036,,,
제주에코힐글램핑,제주특별자치도 제주시 애월읍 광령리 926번지,제주특별자치도 제주시 애월읍 광령평화8길 22,,산,캠핑,가족,18,147927.0631,-5033.908591,,,
골체오름캠핑,제주특별자치도 제주시 조천읍 선흘리 1858-1번지,제주특별자치도 제주시 조천읍 번영로 1648-41,,강,글램핑,연인,18,172508.738,-4940.399553,,,
교래생태체험장,제주특별자치도 제주시 조천읍 교래리 636,제주특별자치도 제주시 조천읍 교래4길 20-13,,바다,이지캠핑,키즈,18,169347.8239,-7748.479805,,,
(주)제주글램핑,제주특별자치도 제주시 구좌읍 덕천리 1289,제주특별자치도 제주시 구좌읍 중산간동로 1921,,호수,카라반,반려동물,18,176997.0845,-1626.617826,,,
제주 자연인 글램핑,제주특별자치도 제주시 아라일동 2082-1,제주특별자치도 제주시 아란서길 110 (아라일동),63239,산,캠핑,가족,18,157111.6784,-2975.861433,,,
그린하우스캠핑장,경상북도 경주시 산내면 대현리 495-1,경상북도 경주시 산내면 대현길 91,38187,강,글램핑,연인,16,386877.049,249037.4973,,,
경주글램존,경상북도 경주시 안강읍 강교리 877-1,경상북도 경주시 안강읍 새안현로 928,38028,바다,이지캠핑,키즈,16,393016.4569,274362.7208,,,
해바라기 캠핑장,경상북도 문경시 농암면 내서리 239-7,경상북도 문경시 농암면 청화로 697,37003,호수,카라반,반려동물,16,287206.2667,341580.628,,,
숲이조아캠핑장,경상북도 문경시 농암면 율수리 318-4,경상북도 문경시 농암면 청화로 886-128,37002,산,캠핑,가족,16,288537.9322,340960.7696,,,
미산가족오토캠핑장,경상북도 문경시 마성면 하내리 14,경상북도 문경시 마성면 구랑로 78-11,36926,호수,카라반,반려동물,16,298686.1308,351576.5537,,,
문경히든벨리오토캠핑장,경상북도 문경시 가은읍 죽문리 441번지,경상북도 문경시 가은읍 죽문길 271,36993,산,캠핑,가족,16,288524.759,350204.0011,,,
그린스톤 캠핑장,경상북도 문경시 가은읍 완장리 351,경상북도 문경시 가은읍 완장길 103-63,36993,강,글램핑,연인,16,287308.1883,353968.6724,,,
비토애 럭셔리글램핑 산청점,경상남도 산청군 신안면 안봉리 1045-9,경상남도 산청군 신안면 둔철산로 575-26,52261,호수,카라반,반려동물,17,287417.1005,209609.2689,,,
국립가리왕산자연휴양림,강원도 정선군 정선읍 회동리 산 2-1번지,강원도 정선군 정선읍 가리왕산로 707,26119,바다,이지캠핑,키즈,4,336501.1138,435726.2604,,,
러브팩토리펜션캠핑장,강원도 정선군 남면 낙동리 620번지 -3,강원도 정선군 남면 광락로 521,26143,호수,카라반,반려동물,4,348801.735,425463.2583,,,
도고온천모두캠핑장,충청남도 아산시 도고면 신언리 7-4번지,충청남도 아산시 도고면 도고온천로 207-20,31550,강,글램핑,연인,7,189189.7938,362738.5886,,,
폭포 캠핑 야영장,강원도 인제군 북면 용대리 1078번지,강원도 인제군 북면 만해로 224-28,24606,바다,이지캠핑,키즈,4,316145.952,521650.8784,,,
베이스캠프,충청북도 진천군 진천읍 건송리 638-2번지,충청북도 진천군 진천읍 백곡로 1140-4,27822,호수,카라반,반려동물,8,235438.4335,374481.9605,,,
아빠캠핑가,충청북도 진천군 백곡면 구수리 16-2번지,충청북도 진천군 백곡면 안구수길 34-28,27824,산,캠핑,가족,8,232081.3674,376199.707,,,
힐사이드,충청북도 진천군 문백면 태락리 144-10,충청북도 진천군 문백면 태락3길 5-115,27865,강,글램핑,연인,8,238484.3549,368847.7429,,,
덤바위,충청북도 진천군 문백면 은탄리 141번지,충청북도 진천군 문백면 농다리로 615,27867,바다,이지캠핑,키즈,8,242972.812,366625.9991,,,
초평밤나무,충청북도 진천군 초평면 화산리 875번지,충청북도 진천군 초평면 평화로 177,27859,호수,카라반,반려동물,8,244122.1624,368465.9726,,,
추월산 골드 캠핑장,전라남도 담양군 용면 용연리 603-8번지,전라남도 담양군 용면 가마골로 221-4,57300,산,캠핑,가족,11,201265.9027,214140.7077,,,
메타파크,전라남도 담양군 금성면 대성리 40-2번지 외 6필지,전라남도 담양군 금성면 금성산성길 260,57301,바다,이지캠핑,키즈,11,201868.4434,207927.6193,,,
담양대나무골캠핑장,전라남도 담양군 월산면 화방리 624-6번지,전라남도 담양군 월산면 가산길 364,57312,호수,카라반,반려동물,11,195222.6617,204215.6413,,,
누룽지야영장,전라남도 담양군 용면 용치리 95-6,전라남도 담양군 용면 추월산로 1316,57300,산,캠핑,가족,11,199842.4217,214138.643,,,
해오름펜션야영장,전라남도 담양군 용면 월계리 282-24번지,전라남도 담양군 용면 월계길 50,57300,강,글램핑,연인,11,199112.6861,211737.9382,,,
언덕위에하얀집,충청남도 태안군 남면 신온리 893-3번지,충청남도 태안군 남면 곰섬로 472,32158,호수,카라반,반려동물,7,136781.9734,343059.287,,,
백사장사계절숲속야영장,충청남도 태안군 안면읍 창기리 1292-10,충청남도 태안군 안면읍 해안관광로 927-48,32162,강,글램핑,연인,7,138647.5147,341943.8008,,,
바다풍경카라반,충청남도 태안군 원북면 방갈리 515-102,충청남도 태안군 원북면 학암포길 21-75,32105,호수,카라반,반려동물,7,129287.8628,377740.2311,,,
오아시스글램핑,경상북도 경주시 구정동 17-1,경상북도 경주시 새골길 85-18 (구정동),38128,산,캠핑,가족,16,408370.6409,257001.8923,,,
월계수캠핑장,경상북도 경주시 산내면 대현리 1974-1,경상북도 경주시 산내면 문복로 758-10,38187,강,글램핑,연인,16,386259.7137,246113.4474,,,
에덴 오토 캠핑장,경상북도 경주시 감포읍 오류리 215,경상북도 경주시 감포읍 동해안로 2507-3,38124,바다,이지캠핑,키즈,16,426659.1404,261358.3838,,,
경주생태원캠핑장,경상북도 경주시 천북면 물천리 624-1,경상북도 경주시 천북면 물천안길 31,38038,호수,카라반,반려동물,16,406040.4158,265597.7532,,,
스카이레저,경상북도 경주시 하동 332-3,경상북도 경주시 보불로 328-7 (하동),38126,산,캠핑,가족,16,408484.3993,259316.1248,,,
용천수캠핑장,경상북도 경주시 마동 980,경상북도 경주시 마동큰마을5길 13-14 (마동),38126,강,글램핑,연인,16,408597.1932,256438.5276,,,
곤달비캠프,경상북도 경주시 산내면 일부리 산 367,경상북도 경주시 산내면 하신길 58-31,38186,바다,이지캠핑,키즈,16,381062.2467,250236.9818,,,
사나래카라반캠핑,경상북도 경주시 산내면 대현리 140-10,경상북도 경주시 산내면 대현길 349,38187,호수,카라반,반려동물,16,387920.8353,246920.8601,,,
토함산 락 글램핑,경상북도 경주시 하동 124-11,경상북도 경주시 보불로 190-17 (하동),38126,산,캠핑,가족,16,409210.3374,258136.9626,,,
웅진계곡숲야영장,강원도 양구군 양구읍 웅진리 426,강원도 양구군 양구읍 소양웅진길 35-6,24517,강,글램핑,연인,4,282666.9115,506562.4586,,,
국토정중앙천문대야영장,강원도 양구군 남면 도촌리 96-5 국토정중앙 천문대,"강원도 양구군 남면 국토정중앙로 127, 국토정중앙 천문대",24556,바다,이지캠핑,키즈,4,290321.0819,507826.3192,,,
월악산억수솔밭캠핑장,충청북도 제천시 덕산면 월악리 341번지,충청북도 제천시 덕산면 월악산로 721-12,27225,호수,카라반,반려동물,8,302498.5274,375249.1701,,,
행복한나드리캠핑장,충청북도 제천시 봉양읍 옥전리 286-1번지,충청북도 제천시 봉양읍 옥전길 156,27106,산,캠핑,가족,8,296936.7017,408531.2021,,,
박달재자연휴양림야영장,충청북도 제천시 백운면 평동리 산 71번지,충청북도 제천시 백운면 금봉로 223,27105,강,글램핑,연인,8,293482.5965,406181.5596,,,
월악산국립공원 용하야영장,충청북도 제천시 덕산면 월악리 868-2번지,충청북도 제천시 덕산면 월악산로 913,27225,바다,이지캠핑,키즈,8,303954.5737,373397.4067,,,
글램핑W,경상남도 산청군 산청읍 내리 741,경상남도 산청군 산청읍 웅석봉로285번길 80-20 (웅석관광공원),52227,산,캠핑,가족,17,280478.5948,210743.3241,,,
